t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R)
94,100,4.431798270457312,4.431798270457312,0.1122034176365462,0.22732153335280422,1.274948911133378,3.0718884759779277,6.143776951955855,13.276481108689726,16.348369584667655
95,101,4.509348973467843,4.509348973467843,0.11416683144441352,0.2312993643922849,1.2972588580955402,3.125642527120119,6.251285054240238,13.508802252535174,16.634444779655293
96,102,4.576623905096306,4.576623905096306,0.11587008524553917,0.23475011726520598,1.3166126498504682,3.172273956300751,6.344547912601502,13.710339936415698,16.88261389271645
97,103,4.634873273787978,4.634873273787978,0.11734483157728103,0.23773791928139687,1.3333699489546962,3.2126493419787803,6.4252986839575605,13.884839450119484,17.097488792098265
98,104,4.685230253991603,4.685230253991603,0.11861975993274508,0.24032089469144946,1.3478567493820883,3.2475541408284356,6.495108281656871,14.035695480914203,17.283249621742637
99,105,4.728710970967889,4.728710970967889,0.11972059637616994,0.24255116390749584,1.3603653721535156,3.277692677209273,6.555385354418546,14.16595206803733,17.443644745246598
100,106,4.766218666903155,4.766218666903155,0.12067020901979215,0.2444750571969022,1.3711556638530644,3.303691030896103,6.607382061792206,14.278315083257258,17.582006114153355
101,107,4.79855055468456,4.79855055468456,0.12148878154641138,0.24613346623497906,1.3804569683362973,3.3261017877539643,6.6522035755079285,14.375172762948939,17.7012745507029
102,108,4.8264062097641425,4.8264062097641425,0.12219402567299285,0.24756227455133414,1.3884705409190936,3.3454098565350274,6.690819713070055,14.458620847871831,17.80403070440686
103,109,4.850396655912143,4.850396655912143,0.12280141118202538,0.24879282356809224,1.3953721621859931,3.3620387666428893,6.7240775332857785,14.530489801654356,17.892528568297244
104,110,4.871053553814163,4.871053553814163,0.1233243985566598,0.24985238391331413,1.4013147813848712,3.376357037182789,6.752714074365578,14.592372337370946,17.968729374553735
105,111,4.888838098994451,4.888838098994451,0.12377466425662224,0.2507646118247953,1.4064310761999486,3.388684344532046,6.777368689064092,14.645650073338013,18.03433441787006
106,112,4.904149385873609,4.904149385873609,0.12416231247782115,0.2515499781701402,1.4108358589412486,3.3992973198630794,6.798594639726159,14.691518589591551,18.09081590945463
